match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Kurtis Patterson,Sydney Sixers,Melbourne Renegades,0.5,1.89,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Aaron Finch,Melbourne Renegades,Sydney Sixers,0.5,2.08,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Daniel Hughes,Sydney Sixers,Melbourne Renegades,0.5,2.05,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Jake Fraser-McGurk,Melbourne Renegades,Sydney Sixers,0.5,2.08,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Jordan Silk,Sydney Sixers,Melbourne Renegades,0.5,2.55,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Mackenzie Harvey,Melbourne Renegades,Sydney Sixers,0.5,2.35,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Moises Henriques,Sydney Sixers,Melbourne Renegades,0.5,2.05,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Nic Maddinson,Melbourne Renegades,Sydney Sixers,0.5,2.35,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Shaun Marsh,Melbourne Renegades,Sydney Sixers,0.5,2.15,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Jack Edwards,Sydney Sixers,Melbourne Renegades,0.5,3.1,NA,Sportsbet
Sydney Sixers v Melbourne Renegades,Number of 6s,Sydney Sixers,Melbourne Renegades,Jon Wells,Melbourne Renegades,Sydney Sixers,0.5,3,NA,Sportsbet
